OTU,Sample,Abundance,ID,Type,Sites,Day,Treatment,Treatment1,Treatment2,sample_Order,Domain,Phylum,Proteobacteria
,D35.03,145,D35.03,16S rDNA,20.D35_1kPa_N,35,Urea_1.0kPa,1. urea,HM,54.d,Bacteria,p_Gemmatimonadetes,
,D63.01,254,D63.01,16S rDNA,21.D63_1kPa_N,63,Urea_1.0kPa,1. urea,HM,55.d,Bacteria,p_Gemmatimonadetes,
,D63.02,282,D63.02,16S rDNA,21.D63_1kPa_N,63,Urea_1.0kPa,1. urea,HM,56.d,Bacteria,p_Gemmatimonadetes,
,D0.13,154,D0.13,16S rDNA,02.D0_10kPa ,0,No_Urea_10kPa,2. No urea,LM,04.d,Bacteria,p_Nitrospirae,
,D0.14,173,D0.14,16S rDNA,02.D0_10kPa ,0,No_Urea_10kPa,2. No urea,LM,05.d,Bacteria,p_Nitrospirae,
,D0.15,144,D0.15,16S rDNA,02.D0_10kPa ,0,No_Urea_10kPa,2. No urea,LM,06.d,Bacteria,p_Nitrospirae,
,D7.13,155,D7.13,16S rDNA,03.D7_10kPa ,7,No_Urea_10kPa,2. No urea,LM,07.d,Bacteria,p_Nitrospirae,
,D7.14,151,D7.14,16S rDNA,03.D7_10kPa ,7,No_Urea_10kPa,2. No urea,LM,08.d,Bacteria,p_Nitrospirae,
,D7.15,143,D7.15,16S rDNA,03.D7_10kPa ,7,No_Urea_10kPa,2. No urea,LM,09.d,Bacteria,p_Nitrospirae,
,D21.16,151,D21.16,16S rDNA,04.D21_10kPa ,21,No_Urea_10kPa,2. No urea,LM,10.d,Bacteria,p_Nitrospirae,
,D63.13,155,D63.13,16S rDNA,05.D63_10kPa ,63,No_Urea_10kPa,2. No urea,LM,11.d,Bacteria,p_Nitrospirae,
,D63.14,142,D63.14,16S rDNA,05.D63_10kPa ,63,No_Urea_10kPa,2. No urea,LM,12.d,Bacteria,p_Nitrospirae,
,D63.15,142,D63.15,16S rDNA,05.D63_10kPa ,63,No_Urea_10kPa,2. No urea,LM,13.d,Bacteria,p_Nitrospirae,
,D0.09,152,D0.09,16S rDNA,06.D0_1kPa ,0,No_Urea_1.0kPa,2. No urea,HM,14.d,Bacteria,p_Nitrospirae,
,D0.10,170,D0.10,16S rDNA,06.D0_1kPa ,0,No_Urea_1.0kPa,2. No urea,HM,15.d,Bacteria,p_Nitrospirae,
,D0.11,162,D0.11,16S rDNA,06.D0_1kPa ,0,No_Urea_1.0kPa,2. No urea,HM,16.d,Bacteria,p_Nitrospirae,
,D7.09,103,D7.09,16S rDNA,07.D7_1kPa ,7,No_Urea_1.0kPa,2. No urea,HM,17.d,Bacteria,p_Nitrospirae,
,D7.10,148,D7.10,16S rDNA,07.D7_1kPa ,7,No_Urea_1.0kPa,2. No urea,HM,18.d,Bacteria,p_Nitrospirae,
,D7.11,124,D7.11,16S rDNA,07.D7_1kPa ,7,No_Urea_1.0kPa,2. No urea,HM,19.d,Bacteria,p_Nitrospirae,
,D21.09,134,D21.09,16S rDNA,08.D21_1kPa ,21,No_Urea_1.0kPa,2. No urea,HM,20.d,Bacteria,p_Nitrospirae,
,D21.10,142,D21.10,16S rDNA,08.D21_1kPa ,21,No_Urea_1.0kPa,2. No urea,HM,21.d,Bacteria,p_Nitrospirae,
,D21.11,118,D21.11,16S rDNA,08.D21_1kPa ,21,No_Urea_1.0kPa,2. No urea,HM,22.d,Bacteria,p_Nitrospirae,
,D63.09,183,D63.09,16S rDNA,09.D63_1kPa ,63,No_Urea_1.0kPa,2. No urea,HM,23.d,Bacteria,p_Nitrospirae,
,D63.10,151,D63.10,16S rDNA,09.D63_1kPa ,63,No_Urea_1.0kPa,2. No urea,HM,24.d,Bacteria,p_Nitrospirae,
,D63.11,190,D63.11,16S rDNA,09.D63_1kPa ,63,No_Urea_1.0kPa,2. No urea,HM,25.d,Bacteria,p_Nitrospirae,
,D0.05,163,D0.05,16S rDNA,10.D0_10kPa_N,0,Urea_10kPa,1. urea,LM,26.d,Bacteria,p_Nitrospirae,
,D0.07,129,D0.07,16S rDNA,10.D0_10kPa_N,0,Urea_10kPa,1. urea,LM,27.d,Bacteria,p_Nitrospirae,
,D0.08,150,D0.08,16S rDNA,10.D0_10kPa_N,0,Urea_10kPa,1. urea,LM,28.d,Bacteria,p_Nitrospirae,
,D7.08,87,D7.08,16S rDNA,11.D7_10kPa_N,7,Urea_10kPa,1. urea,LM,29.d,Bacteria,p_Nitrospirae,
,D14.06,78,D14.06,16S rDNA,12.D14_10kPa_N,14,Urea_10kPa,1. urea,LM,30.d,Bacteria,p_Nitrospirae,
,D14.07,71,D14.07,16S rDNA,12.D14_10kPa_N,14,Urea_10kPa,1. urea,LM,31.d,Bacteria,p_Nitrospirae,
,D14.08,70,D14.08,16S rDNA,12.D14_10kPa_N,14,Urea_10kPa,1. urea,LM,32.d,Bacteria,p_Nitrospirae,
,D21.08,104,D21.08,16S rDNA,13.D21_10kPa_N,21,Urea_10kPa,1. urea,LM,33.d,Bacteria,p_Nitrospirae,
,D35.05,114,D35.05,16S rDNA,14.D35_10kPa_N,35,Urea_10kPa,1. urea,LM,34.d,Bacteria,p_Nitrospirae,
,D35.06,82,D35.06,16S rDNA,14.D35_10kPa_N,35,Urea_10kPa,1. urea,LM,35.d,Bacteria,p_Nitrospirae,
,D35.07,81,D35.07,16S rDNA,14.D35_10kPa_N,35,Urea_10kPa,1. urea,LM,36.d,Bacteria,p_Nitrospirae,
,D63.05,90,D63.05,16S rDNA,15.D63_10kPa_N,63,Urea_10kPa,1. urea,LM,37.d,Bacteria,p_Nitrospirae,
,D63.06,83,D63.06,16S rDNA,15.D63_10kPa_N,63,Urea_10kPa,1. urea,LM,38.d,Bacteria,p_Nitrospirae,
,D63.07,63,D63.07,16S rDNA,15.D63_10kPa_N,63,Urea_10kPa,1. urea,LM,39.d,Bacteria,p_Nitrospirae,
,D0.01,129,D0.01,16S rDNA,16.D0_1kPa_N,0,Urea_1.0kPa,1. urea,HM,40.d,Bacteria,p_Nitrospirae,
,D0.02,144,D0.02,16S rDNA,16.D0_1kPa_N,0,Urea_1.0kPa,1. urea,HM,41.d,Bacteria,p_Nitrospirae,
,D0.03,184,D0.03,16S rDNA,16.D0_1kPa_N,0,Urea_1.0kPa,1. urea,HM,42.d,Bacteria,p_Nitrospirae,
,D7.01,88,D7.01,16S rDNA,17.D7_1kPa_N,7,Urea_1.0kPa,1. urea,HM,43.d,Bacteria,p_Nitrospirae,
,D7.02,86,D7.02,16S rDNA,17.D7_1kPa_N,7,Urea_1.0kPa,1. urea,HM,44.d,Bacteria,p_Nitrospirae,
,D7.03,73,D7.03,16S rDNA,17.D7_1kPa_N,7,Urea_1.0kPa,1. urea,HM,45.d,Bacteria,p_Nitrospirae,
,D14.02,73,D14.02,16S rDNA,18.D14_1kPa_N,14,Urea_1.0kPa,1. urea,HM,46.d,Bacteria,p_Nitrospirae,
,D14.03,93,D14.03,16S rDNA,18.D14_1kPa_N,14,Urea_1.0kPa,1. urea,HM,47.d,Bacteria,p_Nitrospirae,
,D14.04,77,D14.04,16S rDNA,18.D14_1kPa_N,14,Urea_1.0kPa,1. urea,HM,48.d,Bacteria,p_Nitrospirae,
,D21.01,105,D21.01,16S rDNA,19.D21_1kPa_N,21,Urea_1.0kPa,1. urea,HM,49.d,Bacteria,p_Nitrospirae,
,D21.04,102,D21.04,16S rDNA,19.D21_1kPa_N,21,Urea_1.0kPa,1. urea,HM,50.d,Bacteria,p_Nitrospirae,
,D35.01,42,D35.01,16S rDNA,20.D35_1kPa_N,35,Urea_1.0kPa,1. urea,HM,52.d,Bacteria,p_Nitrospirae,
,D35.02,42,D35.02,16S rDNA,20.D35_1kPa_N,35,Urea_1.0kPa,1. urea,HM,53.d,Bacteria,p_Nitrospirae,
,D35.03,57,D35.03,16S rDNA,20.D35_1kPa_N,35,Urea_1.0kPa,1. urea,HM,54.d,Bacteria,p_Nitrospirae,
,D63.01,73,D63.01,16S rDNA,21.D63_1kPa_N,63,Urea_1.0kPa,1. urea,HM,55.d,Bacteria,p_Nitrospirae,
,D63.02,81,D63.02,16S rDNA,21.D63_1kPa_N,63,Urea_1.0kPa,1. urea,HM,56.d,Bacteria,p_Nitrospirae,
,D0.13,296,D0.13,16S rDNA,02.D0_10kPa ,0,No_Urea_10kPa,2. No urea,LM,04.d,Bacteria,p_Planctomycetes,
,D0.14,284,D0.14,16S rDNA,02.D0_10kPa ,0,No_Urea_10kPa,2. No urea,LM,05.d,Bacteria,p_Planctomycetes,
,D0.15,272,D0.15,16S rDNA,02.D0_10kPa ,0,No_Urea_10kPa,2. No urea,LM,06.d,Bacteria,p_Planctomycetes,
,D7.13,236,D7.13,16S rDNA,03.D7_10kPa ,7,No_Urea_10kPa,2. No urea,LM,07.d,Bacteria,p_Planctomycetes,
,D7.14,252,D7.14,16S rDNA,03.D7_10kPa ,7,No_Urea_10kPa,2. No urea,LM,08.d,Bacteria,p_Planctomycetes,
,D7.15,159,D7.15,16S rDNA,03.D7_10kPa ,7,No_Urea_10kPa,2. No urea,LM,09.d,Bacteria,p_Planctomycetes,
,D21.16,301,D21.16,16S rDNA,04.D21_10kPa ,21,No_Urea_10kPa,2. No urea,LM,10.d,Bacteria,p_Planctomycetes,
,D63.13,272,D63.13,16S rDNA,05.D63_10kPa ,63,No_Urea_10kPa,2. No urea,LM,11.d,Bacteria,p_Planctomycetes,
,D63.14,256,D63.14,16S rDNA,05.D63_10kPa ,63,No_Urea_10kPa,2. No urea,LM,12.d,Bacteria,p_Planctomycetes,
,D63.15,268,D63.15,16S rDNA,05.D63_10kPa ,63,No_Urea_10kPa,2. No urea,LM,13.d,Bacteria,p_Planctomycetes,
,D0.09,316,D0.09,16S rDNA,06.D0_1kPa ,0,No_Urea_1.0kPa,2. No urea,HM,14.d,Bacteria,p_Planctomycetes,
,D0.10,253,D0.10,16S rDNA,06.D0_1kPa ,0,No_Urea_1.0kPa,2. No urea,HM,15.d,Bacteria,p_Planctomycetes,
,D0.11,274,D0.11,16S rDNA,06.D0_1kPa ,0,No_Urea_1.0kPa,2. No urea,HM,16.d,Bacteria,p_Planctomycetes,
,D7.09,179,D7.09,16S rDNA,07.D7_1kPa ,7,No_Urea_1.0kPa,2. No urea,HM,17.d,Bacteria,p_Planctomycetes,
,D7.10,238,D7.10,16S rDNA,07.D7_1kPa ,7,No_Urea_1.0kPa,2. No urea,HM,18.d,Bacteria,p_Planctomycetes,
,D7.11,189,D7.11,16S rDNA,07.D7_1kPa ,7,No_Urea_1.0kPa,2. No urea,HM,19.d,Bacteria,p_Planctomycetes,
,D21.09,310,D21.09,16S rDNA,08.D21_1kPa ,21,No_Urea_1.0kPa,2. No urea,HM,20.d,Bacteria,p_Planctomycetes,
,D21.10,279,D21.10,16S rDNA,08.D21_1kPa ,21,No_Urea_1.0kPa,2. No urea,HM,21.d,Bacteria,p_Planctomycetes,
,D21.11,285,D21.11,16S rDNA,08.D21_1kPa ,21,No_Urea_1.0kPa,2. No urea,HM,22.d,Bacteria,p_Planctomycetes,
,D63.09,323,D63.09,16S rDNA,09.D63_1kPa ,63,No_Urea_1.0kPa,2. No urea,HM,23.d,Bacteria,p_Planctomycetes,
,D63.10,294,D63.10,16S rDNA,09.D63_1kPa ,63,No_Urea_1.0kPa,2. No urea,HM,24.d,Bacteria,p_Planctomycetes,
,D63.11,285,D63.11,16S rDNA,09.D63_1kPa ,63,No_Urea_1.0kPa,2. No urea,HM,25.d,Bacteria,p_Planctomycetes,
,D0.05,292,D0.05,16S rDNA,10.D0_10kPa_N,0,Urea_10kPa,1. urea,LM,26.d,Bacteria,p_Planctomycetes,
,D0.07,209,D0.07,16S rDNA,10.D0_10kPa_N,0,Urea_10kPa,1. urea,LM,27.d,Bacteria,p_Planctomycetes,
,D0.08,196,D0.08,16S rDNA,10.D0_10kPa_N,0,Urea_10kPa,1. urea,LM,28.d,Bacteria,p_Planctomycetes,
,D7.08,110,D7.08,16S rDNA,11.D7_10kPa_N,7,Urea_10kPa,1. urea,LM,29.d,Bacteria,p_Planctomycetes,
,D14.06,108,D14.06,16S rDNA,12.D14_10kPa_N,14,Urea_10kPa,1. urea,LM,30.d,Bacteria,p_Planctomycetes,
,D14.07,79,D14.07,16S rDNA,12.D14_10kPa_N,14,Urea_10kPa,1. urea,LM,31.d,Bacteria,p_Planctomycetes,
,D14.08,95,D14.08,16S rDNA,12.D14_10kPa_N,14,Urea_10kPa,1. urea,LM,32.d,Bacteria,p_Planctomycetes,
,D21.08,144,D21.08,16S rDNA,13.D21_10kPa_N,21,Urea_10kPa,1. urea,LM,33.d,Bacteria,p_Planctomycetes,
,D35.05,166,D35.05,16S rDNA,14.D35_10kPa_N,35,Urea_10kPa,1. urea,LM,34.d,Bacteria,p_Planctomycetes,
,D35.06,111,D35.06,16S rDNA,14.D35_10kPa_N,35,Urea_10kPa,1. urea,LM,35.d,Bacteria,p_Planctomycetes,
,D35.07,138,D35.07,16S rDNA,14.D35_10kPa_N,35,Urea_10kPa,1. urea,LM,36.d,Bacteria,p_Planctomycetes,
,D63.05,120,D63.05,16S rDNA,15.D63_10kPa_N,63,Urea_10kPa,1. urea,LM,37.d,Bacteria,p_Planctomycetes,
,D63.06,126,D63.06,16S rDNA,15.D63_10kPa_N,63,Urea_10kPa,1. urea,LM,38.d,Bacteria,p_Planctomycetes,
,D63.07,132,D63.07,16S rDNA,15.D63_10kPa_N,63,Urea_10kPa,1. urea,LM,39.d,Bacteria,p_Planctomycetes,
,D0.01,232,D0.01,16S rDNA,16.D0_1kPa_N,0,Urea_1.0kPa,1. urea,HM,40.d,Bacteria,p_Planctomycetes,
,D0.02,242,D0.02,16S rDNA,16.D0_1kPa_N,0,Urea_1.0kPa,1. urea,HM,41.d,Bacteria,p_Planctomycetes,
,D0.03,260,D0.03,16S rDNA,16.D0_1kPa_N,0,Urea_1.0kPa,1. urea,HM,42.d,Bacteria,p_Planctomycetes,
,D7.01,136,D7.01,16S rDNA,17.D7_1kPa_N,7,Urea_1.0kPa,1. urea,HM,43.d,Bacteria,p_Planctomycetes,
,D7.02,125,D7.02,16S rDNA,17.D7_1kPa_N,7,Urea_1.0kPa,1. urea,HM,44.d,Bacteria,p_Planctomycetes,
,D7.03,96,D7.03,16S rDNA,17.D7_1kPa_N,7,Urea_1.0kPa,1. urea,HM,45.d,Bacteria,p_Planctomycetes,
,D14.02,86,D14.02,16S rDNA,18.D14_1kPa_N,14,Urea_1.0kPa,1. urea,HM,46.d,Bacteria,p_Planctomycetes,
,D14.03,145,D14.03,16S rDNA,18.D14_1kPa_N,14,Urea_1.0kPa,1. urea,HM,47.d,Bacteria,p_Planctomycetes,
,D14.04,91,D14.04,16S rDNA,18.D14_1kPa_N,14,Urea_1.0kPa,1. urea,HM,48.d,Bacteria,p_Planctomycetes,
,D21.01,132,D21.01,16S rDNA,19.D21_1kPa_N,21,Urea_1.0kPa,1. urea,HM,49.d,Bacteria,p_Planctomycetes,
,D21.04,170,D21.04,16S rDNA,19.D21_1kPa_N,21,Urea_1.0kPa,1. urea,HM,50.d,Bacteria,p_Planctomycetes,
,D35.01,80,D35.01,16S rDNA,20.D35_1kPa_N,35,Urea_1.0kPa,1. urea,HM,52.d,Bacteria,p_Planctomycetes,
,D35.02,69,D35.02,16S rDNA,20.D35_1kPa_N,35,Urea_1.0kPa,1. urea,HM,53.d,Bacteria,p_Planctomycetes,
,D35.03,67,D35.03,16S rDNA,20.D35_1kPa_N,35,Urea_1.0kPa,1. urea,HM,54.d,Bacteria,p_Planctomycetes,
,D63.01,97,D63.01,16S rDNA,21.D63_1kPa_N,63,Urea_1.0kPa,1. urea,HM,55.d,Bacteria,p_Planctomycetes,
,D63.02,52,D63.02,16S rDNA,21.D63_1kPa_N,63,Urea_1.0kPa,1. urea,HM,56.d,Bacteria,p_Planctomycetes,
,D0.13,109,D0.13,16S rDNA,02.D0_10kPa ,0,No_Urea_10kPa,2. No urea,LM,04.d,Bacteria,p_Thaumarchaeota,
,D0.14,156,D0.14,16S rDNA,02.D0_10kPa ,0,No_Urea_10kPa,2. No urea,LM,05.d,Bacteria,p_Thaumarchaeota,
,D0.15,144,D0.15,16S rDNA,02.D0_10kPa ,0,No_Urea_10kPa,2. No urea,LM,06.d,Bacteria,p_Thaumarchaeota,
,D7.13,91,D7.13,16S rDNA,03.D7_10kPa ,7,No_Urea_10kPa,2. No urea,LM,07.d,Bacteria,p_Thaumarchaeota,
,D7.14,106,D7.14,16S rDNA,03.D7_10kPa ,7,No_Urea_10kPa,2. No urea,LM,08.d,Bacteria,p_Thaumarchaeota,
,D7.15,73,D7.15,16S rDNA,03.D7_10kPa ,7,No_Urea_10kPa,2. No urea,LM,09.d,Bacteria,p_Thaumarchaeota,
,D21.16,196,D21.16,16S rDNA,04.D21_10kPa ,21,No_Urea_10kPa,2. No urea,LM,10.d,Bacteria,p_Thaumarchaeota,
,D63.13,163,D63.13,16S rDNA,05.D63_10kPa ,63,No_Urea_10kPa,2. No urea,LM,11.d,Bacteria,p_Thaumarchaeota,
,D63.14,220,D63.14,16S rDNA,05.D63_10kPa ,63,No_Urea_10kPa,2. No urea,LM,12.d,Bacteria,p_Thaumarchaeota,
,D63.15,171,D63.15,16S rDNA,05.D63_10kPa ,63,No_Urea_10kPa,2. No urea,LM,13.d,Bacteria,p_Thaumarchaeota,
,D0.09,100,D0.09,16S rDNA,06.D0_1kPa ,0,No_Urea_1.0kPa,2. No urea,HM,14.d,Bacteria,p_Thaumarchaeota,
,D0.10,124,D0.10,16S rDNA,06.D0_1kPa ,0,No_Urea_1.0kPa,2. No urea,HM,15.d,Bacteria,p_Thaumarchaeota,
,D0.11,150,D0.11,16S rDNA,06.D0_1kPa ,0,No_Urea_1.0kPa,2. No urea,HM,16.d,Bacteria,p_Thaumarchaeota,
,D7.09,104,D7.09,16S rDNA,07.D7_1kPa ,7,No_Urea_1.0kPa,2. No urea,HM,17.d,Bacteria,p_Thaumarchaeota,
,D7.10,88,D7.10,16S rDNA,07.D7_1kPa ,7,No_Urea_1.0kPa,2. No urea,HM,18.d,Bacteria,p_Thaumarchaeota,
,D7.11,88,D7.11,16S rDNA,07.D7_1kPa ,7,No_Urea_1.0kPa,2. No urea,HM,19.d,Bacteria,p_Thaumarchaeota,
,D21.09,114,D21.09,16S rDNA,08.D21_1kPa ,21,No_Urea_1.0kPa,2. No urea,HM,20.d,Bacteria,p_Thaumarchaeota,
,D21.10,122,D21.10,16S rDNA,08.D21_1kPa ,21,No_Urea_1.0kPa,2. No urea,HM,21.d,Bacteria,p_Thaumarchaeota,
,D21.11,153,D21.11,16S rDNA,08.D21_1kPa ,21,No_Urea_1.0kPa,2. No urea,HM,22.d,Bacteria,p_Thaumarchaeota,
,D63.09,170,D63.09,16S rDNA,09.D63_1kPa ,63,No_Urea_1.0kPa,2. No urea,HM,23.d,Bacteria,p_Thaumarchaeota,
,D63.10,144,D63.10,16S rDNA,09.D63_1kPa ,63,No_Urea_1.0kPa,2. No urea,HM,24.d,Bacteria,p_Thaumarchaeota,
,D63.11,169,D63.11,16S rDNA,09.D63_1kPa ,63,No_Urea_1.0kPa,2. No urea,HM,25.d,Bacteria,p_Thaumarchaeota,
,D0.05,130,D0.05,16S rDNA,10.D0_10kPa_N,0,Urea_10kPa,1. urea,LM,26.d,Bacteria,p_Thaumarchaeota,
,D0.07,209,D0.07,16S rDNA,10.D0_10kPa_N,0,Urea_10kPa,1. urea,LM,27.d,Bacteria,p_Thaumarchaeota,
,D0.08,234,D0.08,16S rDNA,10.D0_10kPa_N,0,Urea_10kPa,1. urea,LM,28.d,Bacteria,p_Thaumarchaeota,
,D7.08,189,D7.08,16S rDNA,11.D7_10kPa_N,7,Urea_10kPa,1. urea,LM,29.d,Bacteria,p_Thaumarchaeota,
,D14.06,47,D14.06,16S rDNA,12.D14_10kPa_N,14,Urea_10kPa,1. urea,LM,30.d,Bacteria,p_Thaumarchaeota,
,D14.07,52,D14.07,16S rDNA,12.D14_10kPa_N,14,Urea_10kPa,1. urea,LM,31.d,Bacteria,p_Thaumarchaeota,
,D14.08,68,D14.08,16S rDNA,12.D14_10kPa_N,14,Urea_10kPa,1. urea,LM,32.d,Bacteria,p_Thaumarchaeota,
,D21.08,106,D21.08,16S rDNA,13.D21_10kPa_N,21,Urea_10kPa,1. urea,LM,33.d,Bacteria,p_Thaumarchaeota,
,D35.05,57,D35.05,16S rDNA,14.D35_10kPa_N,35,Urea_10kPa,1. urea,LM,34.d,Bacteria,p_Thaumarchaeota,
,D35.06,59,D35.06,16S rDNA,14.D35_10kPa_N,35,Urea_10kPa,1. urea,LM,35.d,Bacteria,p_Thaumarchaeota,
,D35.07,43,D35.07,16S rDNA,14.D35_10kPa_N,35,Urea_10kPa,1. urea,LM,36.d,Bacteria,p_Thaumarchaeota,
,D63.05,64,D63.05,16S rDNA,15.D63_10kPa_N,63,Urea_10kPa,1. urea,LM,37.d,Bacteria,p_Thaumarchaeota,
,D63.06,60,D63.06,16S rDNA,15.D63_10kPa_N,63,Urea_10kPa,1. urea,LM,38.d,Bacteria,p_Thaumarchaeota,
,D63.07,36,D63.07,16S rDNA,15.D63_10kPa_N,63,Urea_10kPa,1. urea,LM,39.d,Bacteria,p_Thaumarchaeota,
,D0.01,149,D0.01,16S rDNA,16.D0_1kPa_N,0,Urea_1.0kPa,1. urea,HM,40.d,Bacteria,p_Thaumarchaeota,
,D0.02,163,D0.02,16S rDNA,16.D0_1kPa_N,0,Urea_1.0kPa,1. urea,HM,41.d,Bacteria,p_Thaumarchaeota,
,D0.03,147,D0.03,16S rDNA,16.D0_1kPa_N,0,Urea_1.0kPa,1. urea,HM,42.d,Bacteria,p_Thaumarchaeota,
,D7.01,64,D7.01,16S rDNA,17.D7_1kPa_N,7,Urea_1.0kPa,1. urea,HM,43.d,Bacteria,p_Thaumarchaeota,
,D7.02,80,D7.02,16S rDNA,17.D7_1kPa_N,7,Urea_1.0kPa,1. urea,HM,44.d,Bacteria,p_Thaumarchaeota,
,D7.03,77,D7.03,16S rDNA,17.D7_1kPa_N,7,Urea_1.0kPa,1. urea,HM,45.d,Bacteria,p_Thaumarchaeota,
,D14.02,42,D14.02,16S rDNA,18.D14_1kPa_N,14,Urea_1.0kPa,1. urea,HM,46.d,Bacteria,p_Thaumarchaeota,
,D14.03,81,D14.03,16S rDNA,18.D14_1kPa_N,14,Urea_1.0kPa,1. urea,HM,47.d,Bacteria,p_Thaumarchaeota,
,D14.04,72,D14.04,16S rDNA,18.D14_1kPa_N,14,Urea_1.0kPa,1. urea,HM,48.d,Bacteria,p_Thaumarchaeota,
,D21.01,55,D21.01,16S rDNA,19.D21_1kPa_N,21,Urea_1.0kPa,1. urea,HM,49.d,Bacteria,p_Thaumarchaeota,
,D21.04,67,D21.04,16S rDNA,19.D21_1kPa_N,21,Urea_1.0kPa,1. urea,HM,50.d,Bacteria,p_Thaumarchaeota,
,D35.01,20,D35.01,16S rDNA,20.D35_1kPa_N,35,Urea_1.0kPa,1. urea,HM,52.d,Bacteria,p_Thaumarchaeota,
,D35.02,28,D35.02,16S rDNA,20.D35_1kPa_N,35,Urea_1.0kPa,1. urea,HM,53.d,Bacteria,p_Thaumarchaeota,
,D35.03,40,D35.03,16S rDNA,20.D35_1kPa_N,35,Urea_1.0kPa,1. urea,HM,54.d,Bacteria,p_Thaumarchaeota,
,D63.01,49,D63.01,16S rDNA,21.D63_1kPa_N,63,Urea_1.0kPa,1. urea,HM,55.d,Bacteria,p_Thaumarchaeota,
,D63.02,40,D63.02,16S rDNA,21.D63_1kPa_N,63,Urea_1.0kPa,1. urea,HM,56.d,Bacteria,p_Thaumarchaeota,
,D0.13,1544,D0.13,16S rDNA,02.D0_10kPa ,0,No_Urea_10kPa,2. No urea,LM,04.d,Bacteria,p_Verrucomicrobia,
,D0.14,1199,D0.14,16S rDNA,02.D0_10kPa ,0,No_Urea_10kPa,2. No urea,LM,05.d,Bacteria,p_Verrucomicrobia,
,D0.15,1413,D0.15,16S rDNA,02.D0_10kPa ,0,No_Urea_10kPa,2. No urea,LM,06.d,Bacteria,p_Verrucomicrobia,
,D7.13,1353,D7.13,16S rDNA,03.D7_10kPa ,7,No_Urea_10kPa,2. No urea,LM,07.d,Bacteria,p_Verrucomicrobia,
,D7.14,1327,D7.14,16S rDNA,03.D7_10kPa ,7,No_Urea_10kPa,2. No urea,LM,08.d,Bacteria,p_Verrucomicrobia,
,D7.15,2257,D7.15,16S rDNA,03.D7_10kPa ,7,No_Urea_10kPa,2. No urea,LM,09.d,Bacteria,p_Verrucomicrobia,
,D21.16,1583,D21.16,16S rDNA,04.D21_10kPa ,21,No_Urea_10kPa,2. No urea,LM,10.d,Bacteria,p_Verrucomicrobia,
,D63.13,1490,D63.13,16S rDNA,05.D63_10kPa ,63,No_Urea_10kPa,2. No urea,LM,11.d,Bacteria,p_Verrucomicrobia,
,D63.14,1853,D63.14,16S rDNA,05.D63_10kPa ,63,No_Urea_10kPa,2. No urea,LM,12.d,Bacteria,p_Verrucomicrobia,
,D63.15,1484,D63.15,16S rDNA,05.D63_10kPa ,63,No_Urea_10kPa,2. No urea,LM,13.d,Bacteria,p_Verrucomicrobia,
,D0.09,1887,D0.09,16S rDNA,06.D0_1kPa ,0,No_Urea_1.0kPa,2. No urea,HM,14.d,Bacteria,p_Verrucomicrobia,
,D0.10,1266,D0.10,16S rDNA,06.D0_1kPa ,0,No_Urea_1.0kPa,2. No urea,HM,15.d,Bacteria,p_Verrucomicrobia,
,D0.11,1267,D0.11,16S rDNA,06.D0_1kPa ,0,No_Urea_1.0kPa,2. No urea,HM,16.d,Bacteria,p_Verrucomicrobia,
,D7.09,1848,D7.09,16S rDNA,07.D7_1kPa ,7,No_Urea_1.0kPa,2. No urea,HM,17.d,Bacteria,p_Verrucomicrobia,
,D7.10,1308,D7.10,16S rDNA,07.D7_1kPa ,7,No_Urea_1.0kPa,2. No urea,HM,18.d,Bacteria,p_Verrucomicrobia,
,D7.11,1255,D7.11,16S rDNA,07.D7_1kPa ,7,No_Urea_1.0kPa,2. No urea,HM,19.d,Bacteria,p_Verrucomicrobia,
,D21.09,1333,D21.09,16S rDNA,08.D21_1kPa ,21,No_Urea_1.0kPa,2. No urea,HM,20.d,Bacteria,p_Verrucomicrobia,
,D21.10,1338,D21.10,16S rDNA,08.D21_1kPa ,21,No_Urea_1.0kPa,2. No urea,HM,21.d,Bacteria,p_Verrucomicrobia,
,D21.11,1393,D21.11,16S rDNA,08.D21_1kPa ,21,No_Urea_1.0kPa,2. No urea,HM,22.d,Bacteria,p_Verrucomicrobia,
,D63.09,1260,D63.09,16S rDNA,09.D63_1kPa ,63,No_Urea_1.0kPa,2. No urea,HM,23.d,Bacteria,p_Verrucomicrobia,
,D63.10,1472,D63.10,16S rDNA,09.D63_1kPa ,63,No_Urea_1.0kPa,2. No urea,HM,24.d,Bacteria,p_Verrucomicrobia,
,D63.11,1459,D63.11,16S rDNA,09.D63_1kPa ,63,No_Urea_1.0kPa,2. No urea,HM,25.d,Bacteria,p_Verrucomicrobia,
,D0.05,1806,D0.05,16S rDNA,10.D0_10kPa_N,0,Urea_10kPa,1. urea,LM,26.d,Bacteria,p_Verrucomicrobia,
,D0.07,1269,D0.07,16S rDNA,10.D0_10kPa_N,0,Urea_10kPa,1. urea,LM,27.d,Bacteria,p_Verrucomicrobia,
,D0.08,1752,D0.08,16S rDNA,10.D0_10kPa_N,0,Urea_10kPa,1. urea,LM,28.d,Bacteria,p_Verrucomicrobia,
,D7.08,827,D7.08,16S rDNA,11.D7_10kPa_N,7,Urea_10kPa,1. urea,LM,29.d,Bacteria,p_Verrucomicrobia,
